Date,Title,Author,Link,Status
2019-08-22 07:17:32,Bose’s new portable home speaker sports Alexa and Google Assistant,699688,https://techcrunch.com/2019/08/22/boses-new-portable-home-speaker-sports-alexa-and-google-assistant/,publish
2019-08-22 06:38:24,Google ditches desserts as Q becomes Android 10,699688,https://techcrunch.com/2019/08/22/google-ditches-desserts-as-q-becomes-android-10/,publish
2019-08-22 06:00:12,Google proposes new privacy and anti-fingerprinting controls for the web,34511731,https://techcrunch.com/2019/08/22/google-proposes-new-privacy-and-anti-fingerprinting-controls-for-the-web/,publish
2019-08-21 12:00:40,"Google updates to a cleaner, simpler Play Store design [Updated]",2414667,https://techcrunch.com/2019/08/21/google-updates-to-a-cleaner-simpler-play-store-design-with-no-music-section/,publish
2019-08-21 10:11:56,Google denies reports of unannounced changes to Android app review process,2414667,https://techcrunch.com/2019/08/21/google-denies-reports-of-unannounced-changes-to-android-app-review-process/,publish
2019-08-21 10:02:13,"How Dropbox, Nike, Salesforce, MailChimp, Google and Pepsi welcome their new hires",133574221,https://techcrunch.com/2019/08/21/how-dropbox-nike-salesforce-mailchimp-google-and-pepsi-welcome-their-new-hires/,publish
2019-08-21 03:00:50,"Apple, Google and Mozilla block Kazakhstan&#8217;s browser spying tactics",133574210,https://techcrunch.com/2019/08/21/google-mozilla-kazakhstans-browser-spying/,publish
2019-08-20 09:00:06,"Google&#8217;s lightweight search app, Google Go, launches to Android users worldwide",2414667,https://techcrunch.com/2019/08/20/googles-lightweight-search-app-google-go-launches-to-android-users-worldwide/,publish
2019-08-20 05:09:58,IFTTT warns against migrating Nest devices to Google accounts,699688,https://techcrunch.com/2019/08/20/ifttt-warns-against-migrating-nest-devices-to-google-accounts/,publish
2019-08-19 12:20:11,"Without evidence, Trump accuses Google of manipulating millions of votes",12084691,https://techcrunch.com/2019/08/19/without-evidence-trump-accuses-google-of-manipulating-millions-of-votes/,publish
2019-08-19 11:30:53,These are the games coming to Google Stadia,699688,https://techcrunch.com/2019/08/19/these-are-the-games-coming-to-google-stadia/,publish
2019-08-16 10:56:34,Google discloses its acquisition of mobile learning app Socratic as it relaunches on iOS,2414667,https://techcrunch.com/2019/08/16/google-discloses-its-acquisition-of-mobile-learning-app-socratic-as-it-relaunches-on-ios/,publish
2019-08-16 07:53:01,8 million Android users tricked into downloading 85 adware apps from Google Play,133574210,https://techcrunch.com/2019/08/16/android-users-tricked-adware-apps/,publish
2019-08-15 10:00:02,Google Search gets expanded college search features,34511731,https://techcrunch.com/2019/08/15/google-search-gets-expanded-college-search-features/,publish
2019-08-15 08:17:59,The Google Assistant now lets you annoy your family members with assignable reminders,34511731,https://techcrunch.com/2019/08/15/the-google-assistant-now-lets-you-annoy-your-family-members-with-assignable-reminders/,publish
2019-08-14 16:03:39,Racial bias observed in hate speech detection algorithm from Google,12084691,https://techcrunch.com/2019/08/14/racial-bias-observed-in-hate-speech-detection-algorithm-from-google/,publish
2019-08-14 09:00:29,Google&#8217;s new &#8216;Assignments&#8217; software for teachers helps catch plagiarism,2414667,https://techcrunch.com/2019/08/14/googles-new-assignments-software-for-teachers-helps-catch-plagiarism/,publish
2019-08-13 15:48:09,Google details AI work behind Project Euphonia&#8217;s more inclusive speech recognition,12084691,https://techcrunch.com/2019/08/13/google-details-ai-work-behind-project-euphonias-more-inclusive-speech-recognition/,publish
2019-08-13 09:08:17,"Google Docs, Sheets and Slides get a new font for faster reading",34511731,https://techcrunch.com/2019/08/13/google-docs-sheets-and-slides-get-a-new-font-for-faster-reading/,publish
2019-08-08 06:27:06,Google adds playable podcast episodes to search results,5302483,https://techcrunch.com/2019/08/08/google-adds-playable-podcast-episodes-to-search-results/,publish
2019-08-08 04:41:22,Google Travel adds flight price notifications and a limited-time flight price guarantee,5302483,https://techcrunch.com/2019/08/08/google-travel-adds-flight-price-notifications-and-a-limited-time-flight-price-guarantee/,publish
2019-08-08 03:00:48,Google launches &#8216;Live View&#8217; AR walking directions for Google Maps,5302483,https://techcrunch.com/2019/08/08/google-launches-live-view-ar-walking-directions-for-google-maps/,publish
2019-08-07 21:41:39,Google and Twitter are using AMD&#8217;s new EPYC Rome processors in their data centers,4330449,https://techcrunch.com/2019/08/07/google-and-twitter-are-using-amds-new-epyc-rome-processors-in-their-datacenters/,publish
2019-08-06 10:10:22,Google Images on desktop adds a side panel and feels more purpose-driven,5302483,https://techcrunch.com/2019/08/06/google-images-on-desktop-adds-a-side-panel-and-feels-more-purpose-driven/,publish
2019-08-06 07:36:04,Trump attacks Google and Sundar Pichai in morning tweets,699688,https://techcrunch.com/2019/08/06/trump-attacks-google-and-sundar-pichai-in-morning-tweets/,publish
2019-08-05 14:43:40,Google is shutting down its Trips app,59254947,https://techcrunch.com/2019/08/05/google-is-shutting-down-its-trips-app/,publish
2019-08-04 04:47:08,India’s Reliance to buy majority stake in Google-backed Fynd for $42.3M,133574269,https://techcrunch.com/2019/08/04/reliance-industries-fynd/,publish
2019-08-02 08:14:46,"Google to auction slots on Android default search &#8216;choice screen&#8217; in Europe next year, rivals cry &#8216;pay-to-play&#8217; foul",39990176,https://techcrunch.com/2019/08/02/google-to-auction-slots-on-android-default-search-choice-screen-in-europe-next-year-rivals-cry-pay-to-play-foul/,publish
2019-08-02 04:49:18,Google ordered to halt human review of voice AI recordings over privacy risks,39990176,https://techcrunch.com/2019/08/02/google-ordered-to-halt-human-review-of-voice-ai-recordings-over-privacy-risks/,publish
2019-08-01 11:40:01,Google is bringing voice-free emergency operator access to Android,699688,https://techcrunch.com/2019/08/01/google-is-bringing-voice-free-emergency-operator-access-to-android/,publish
2019-08-01 09:56:15,Google Search gets fresher featured snippets,34511731,https://techcrunch.com/2019/08/01/google-search-gets-freshers-featured-snippets/,publish
2019-07-31 10:01:54,"Google&#8217;s Titan security keys come to Japan, Canada, France and the UK",34511731,https://techcrunch.com/2019/07/31/googles-titan-security-keys-come-to-japan-canada-france-and-the-uk/,publish
2019-07-30 13:01:57,"Apple, Microsoft and Google to test new standard for patient access to digital health data",5302483,https://techcrunch.com/2019/07/30/apple-microsoft-and-google-to-test-new-standard-for-patient-access-to-digital-health-data/,publish
2019-07-30 09:59:42,Google&#8217;s new version of Android Auto focuses on Assistant,133574188,https://techcrunch.com/2019/07/30/googles-new-version-of-android-auto-focuses-on-assistant/,publish
2019-07-30 09:00:40,"Wall St analyst Laura Martin on the fate of Netflix, breaking up Google, EU regulation, and a decade of more money for Hollywood",133574219,https://techcrunch.com/2019/07/30/laura-martin-interview/,publish
2019-07-29 14:36:51,Google teams up with VMware to bring more enterprises to its cloud,34511731,https://techcrunch.com/2019/07/29/google-teams-up-with-vmware-to-bring-more-enterprise-customers-to-its-cloud/,publish
2019-07-29 13:22:10,Huawei and Google were reportedly building a (now suspended) smart speaker,699688,https://techcrunch.com/2019/07/29/huawei-and-google-were-reportedly-building-a-now-suspended-smart-speaker/,publish
2019-07-29 09:47:38,Google&#8217;s Pixel 4 smartphone will have motion control and face unlock,5302483,https://techcrunch.com/2019/07/29/googles-pixel-4-smartphone-will-have-motion-control-and-face-unlock/,publish
2019-07-26 08:03:36,"Trump threatens Apple with tariffs, Google with investigation on Twitter",699688,https://techcrunch.com/2019/07/26/trump-threatens-apple-with-tariffs-google-with-investigation-on-twitter/,publish
2019-07-26 07:12:59,"Google is giving away 100,000 Home Minis to people living with paralysis",699688,https://techcrunch.com/2019/07/26/google-giving-away-100000-home-minis-to-people-living-with-paralysis/,publish
2019-07-25 14:13:45,Google Cloud&#8217;s run rate is now over $8B,34511731,https://techcrunch.com/2019/07/25/google-clouds-run-rate-is-now-over-8b/,publish
2019-07-25 13:55:34,Google says it doubled Pixel sales year-over-year,34511731,https://techcrunch.com/2019/07/25/google-says-it-doubled-pixel-sales-year-over-year/,publish
2019-07-25 11:12:13,Tulsi Gabbard sues Google over suspended ads,699688,https://techcrunch.com/2019/07/25/tulsi-gabbard-sues-google-over-suspended-ads/,publish
2019-07-24 06:42:32,Google intros Gallery Go offline photo editor,699688,https://techcrunch.com/2019/07/24/google-intros-gallery-go-offline-photo-editor/,publish
2019-07-23 15:48:11,Google&#8217;s bigger smart display arrives this fall,89192944,https://techcrunch.com/2019/07/23/googles-big-home-smart-display-arrives-this-fall/,publish
2019-07-23 14:10:31,Google&#8217;s Nest adds to its partnerships focused on the power grid with new Leap agreement,59254947,https://techcrunch.com/2019/07/23/googles-nest-adds-to-its-partnerships-focused-on-the-power-grid-with-new-leap-agreement/,publish
2019-07-23 11:27:39,Agolo attracts Microsoft and Google funding with AI-powered summarization tools,12084691,https://techcrunch.com/2019/07/23/agolo-attracts-microsoft-and-google-funding-with-ai-powered-summarization-tools/,publish
2019-07-23 08:00:30,Google updates its speech tech for contact centers,34511731,https://techcrunch.com/2019/07/23/google-updates-its-speech-tech-for-contact-centers/,publish
2019-07-22 10:58:08,Google Cloud makes it easier to set up continuous delivery with Spinnaker,34511731,https://techcrunch.com/2019/07/22/google-cloud-makes-it-easier-to-set-up-continuous-delivery-with-spinnaker/,publish
2019-07-19 16:30:19,Google is adding Find My Device and battery features to Fast Pair headphones,699688,https://techcrunch.com/2019/07/19/google-is-adding-find-my-device-and-battery-features-to-fast-pair-headphones/,publish
2019-07-19 11:55:43,Google&#8217;s SMILY is reverse image search for cancer diagnosis,12084691,https://techcrunch.com/2019/07/19/googles-smily-is-reverse-image-search-for-cancer-diagnosis/,publish
2019-07-19 04:07:48,Tiny UK startup takes on Google&#8217;s Wing in the race to a drone traffic control system,12084669,https://techcrunch.com/2019/07/19/tiny-uk-startup-takes-on-googles-wing-in-the-race-to-a-drone-traffic-control-system/,publish
2019-07-18 09:33:10,Google creates massive-scale tribute to Apollo 11 software lead Margaret Hamilton,5302483,https://techcrunch.com/2019/07/18/google-creates-massive-scale-tribute-to-apollo-11-software-lead-margaret-hamilton/,publish
2019-07-18 09:08:54,Google will now pay bigger rewards for discovering Chrome security bugs,5188242,https://techcrunch.com/2019/07/18/google-will-now-pay-bigger-rewards-for-discovering-chrome-security-bugs/,publish
2019-07-18 05:00:04,Google teams up with Apollo 11 astronaut to celebrate the 50th anniversary of the Moon landing,34511731,https://techcrunch.com/2019/07/18/google-teams-up-with-apollo-11-astronaut-to-celebrate-the-50th-anniversary-of-the-moon-landing/,publish
2019-07-17 07:00:28,Google&#8217;s Area 120 launches Byteboard to improve technical interviews,34511731,https://techcrunch.com/2019/07/17/googles-area-120-launches-byteboard-to-improve-technical-interviews/,publish
2019-07-15 21:02:29,"Meredith Whittaker, AI researcher and an organizer of last year&#8217;s Google walkout, is leaving the company",4330449,https://techcrunch.com/2019/07/15/meredith-whittaker-ai-researcher-and-an-organizer-of-last-years-google-walkout-is-leaving-the-company/,publish
2019-07-15 09:28:10,"&#8216;The Operators&#8217;: Understanding your user &#8211; The art and science of UI/UX behind Facebook, Google, Mint, and Edmodo",133574221,https://techcrunch.com/2019/07/15/the-operators-understanding-your-user-the-art-and-science-of-ui-ux-behind-facebook-google-mint-and-edmodo/,publish
2019-07-14 04:00:34,Week-in-Review: Google&#8217;s never-ending autonomous road trip,89192944,https://techcrunch.com/2019/07/14/week-in-review-googles-never-ending-autonomous-road-trip/,publish
2019-07-12 08:39:56,The Google News tab in Search is being redesigned for readability,2414667,https://techcrunch.com/2019/07/12/the-google-news-tab-in-search-is-being-redesigned-for-readability/,publish
2019-07-11 15:56:40,There&#8217;s a tennis game hidden in Google right now; here&#8217;s how to find it,5188242,https://techcrunch.com/2019/07/11/theres-a-tennis-game-hidden-in-google-right-now-heres-how-to-find-it/,publish
2019-07-11 11:13:23,New Google Area 120 project Shoelace aims to connect people around shared interests,2414667,https://techcrunch.com/2019/07/11/new-google-area-120-project-shoelace-aims-to-connect-people-around-shared-interests/,publish
2019-07-11 10:23:14,"Google is investigating the source of voice data leak, plans to update its privacy policies",2414667,https://techcrunch.com/2019/07/11/google-is-investigating-the-source-of-voice-data-leak-plans-to-update-its-privacy-policies/,publish
2019-07-11 01:50:49,Google Maps now shows users discounts from nearby restaurants in India,133574269,https://techcrunch.com/2019/07/11/google-maps-restaurants-discounts/,publish
2019-07-09 01:05:41,India&#8217;s Android antitrust case against Google may have some holes,133574269,https://techcrunch.com/2019/07/09/google-india-android-antitrust/,publish
2019-07-08 10:17:00,Google’s Pixel 4 renders surface and all anyone can do is stare at that top bezel,699688,https://techcrunch.com/2019/07/08/googles-pixel-4-renders-surface-and-all-anyone-can-do-is-stare-at-that-top-bezel/,publish
2019-07-08 07:11:58,Google debuts &#8216;Code with Google&#8217; coding education resource for teachers,5302483,https://techcrunch.com/2019/07/08/google-debuts-code-with-google-coding-education-resource-for-teachers/,publish
2019-07-03 12:11:44,Bored before the holiday? Go play the game built into today&#8217;s Google Doodle,5188242,https://techcrunch.com/2019/07/03/google-doodle-baseball-game-july-4th/,publish
2019-07-03 07:10:06,Google Pay gets more deeply integrated with Chrome,2414667,https://techcrunch.com/2019/07/03/google-pay-gets-more-deeply-integrated-with-chrome/,publish
2019-07-02 08:31:41,US retail group offers to help antitrust investigators in going after Amazon and Google,2414667,https://techcrunch.com/2019/07/02/u-s-retail-group-offers-to-help-antitrust-investigators-in-going-after-amazon-and-google/,publish
2019-07-01 10:05:23,‘The Operators’: Slack PM Lorilyn McCue and Google Senior PM Jamal Eason on becoming a product manager and PM best practices,133574221,https://techcrunch.com/2019/07/01/the-operators-slack-pm-lorilyn-mccue-and-google-senior-pm-jamal-eason-on-becoming-a-product-manager-and-pm-best-practices/,publish
2019-07-01 09:00:58,We&#8217;ll talk even more Kubernetes at TC Sessions: Enterprise with Microsoft&#8217;s Brendan Burns and Google&#8217;s Tim Hockin,34511731,https://techcrunch.com/2019/07/01/well-talk-even-more-kubernetes-at-tc-sessions-enterprise-with-microsofts-brendan-burns-and-googles-tim-hockin/,publish
2019-06-28 17:49:10,Google finance head joins Postmates board ahead of anticipated IPO,133574188,https://techcrunch.com/2019/06/28/googles-finance-director-joins-postmates-board-ahead-of-anticipated-ipo/,publish
2019-06-28 05:00:10,Google is building a new private subsea cable between Portugal and South Africa,34511731,https://techcrunch.com/2019/06/28/google-is-building-a-new-private-subsea-cable-between-portugal-and-south-africa/,publish
2019-06-27 13:27:26,Google launches a new portal for small businesses,31035538,https://techcrunch.com/2019/06/27/google-for-small-business/,publish
2019-06-27 10:39:27,"Chronicle, X&#8217;s security moonshot, moves to Google Cloud",34511731,https://techcrunch.com/2019/06/27/chronicle-xs-security-moonshot-moves-to-google-cloud/,publish
2019-06-27 10:20:37,Google Maps can now predict how crowded your bus or train will be,2414667,https://techcrunch.com/2019/06/27/google-maps-can-now-predict-how-crowded-your-bus-or-train-will-be/,publish
2019-06-27 09:48:01,We&#8217;re talking Kubernetes at TC Sessions: Enterprise with Google&#8217;s Aparna Sinha and VMware&#8217;s Craig McLuckie,521068,https://techcrunch.com/2019/06/27/were-talking-kubernetes-at-tc-sessions-enterprise-with-googles-aparna-sinha-and-vmwares-craig-mcluckie/,publish
2019-06-26 13:03:34,Google launches auto-delete controls for Location History on iOS and Android,2414667,https://techcrunch.com/2019/06/26/google-launches-auto-delete-controls-for-location-history-on-ios-and-android/,publish
2019-06-26 11:43:43,SF Pride says it won&#8217;t exclude Google from the Pride parade,9528656,https://techcrunch.com/2019/06/26/sf-pride-says-it-wont-exclude-google-from-the-pride-parade/,publish
2019-06-25 07:33:50,Google Drive beta test expands offline support to non-Google files in Chrome,2414667,https://techcrunch.com/2019/06/25/google-drive-beta-test-expands-offline-support-to-non-google-files-in-chrome/,publish
2019-06-24 10:00:29,Google brings together BigQuery and Kaggle in new integration,521068,https://techcrunch.com/2019/06/24/google-brings-together-bigquery-and-kaggle-in-new-integration/,publish
2019-06-24 07:13:26,Google&#8217;s new media literacy program teaches kids how to spot disinformation and fake news,2414667,https://techcrunch.com/2019/06/24/googles-new-media-literacy-program-teaches-kids-how-to-spot-disinformation-and-fake-news/,publish
2019-06-23 02:58:19,Week-in-Review: YouTube&#8217;s awful comments and Google&#8217;s $1B tech-free investment,89192944,https://techcrunch.com/2019/06/23/week-in-review-youtubes-awful-comments-and-googles-1b-tech-free-investment/,publish
2019-06-21 13:09:44,Google Pay expands its integration with PayPal to online merchants,2414667,https://techcrunch.com/2019/06/21/google-pay-expands-its-integration-with-paypal-to-online-merchants/,publish
2019-06-21 10:42:45,Daily Crunch: Google&#8217;s not making any more tablets,31035538,https://techcrunch.com/2019/06/21/daily-crunch-googles-not-making-any-more-tablets/,publish
2019-06-20 19:47:24,Google responds to a WSJ report that concluded there are millions of fake business listings on Maps,4330449,https://techcrunch.com/2019/06/20/google-responds-to-a-wsj-report-that-concluded-there-are-millions-of-fake-business-listings-on-maps/,publish
2019-06-20 14:28:48,Google says it’s not making any more tablets,699688,https://techcrunch.com/2019/06/20/google-says-its-not-making-any-more-tablets/,publish
2019-06-20 09:28:07,Google ramps up competition with Facebook Pages with new tools for local businesses,2414667,https://techcrunch.com/2019/06/20/google-ramps-up-competition-with-facebook-pages-with-new-tools-for-local-businesses/,publish
2019-06-19 09:13:15,Google launches Chromebook App Hub for educators plus other classroom tools,2414667,https://techcrunch.com/2019/06/19/google-launches-chromebook-app-hub-for-educators-plus-other-classroom-tools/,publish
2019-06-19 09:00:54,Google defeats shareholders on &#8216;Dragonfly&#8217; censored search in China,133574210,https://techcrunch.com/2019/06/19/google-shareholder-dragonfly-china/,publish
2019-06-18 19:53:43,Google will start attributing lyrics in its search results to their third-party providers,4330449,https://techcrunch.com/2019/06/18/google-will-start-attributing-lyrics-in-its-search-results-to-their-third-party-providers/,publish
2019-06-18 14:00:43,An open letter to Google and Apple: Stop hindering Iranian entrepreneurs,84837756,https://techcrunch.com/2019/06/18/an-open-letter-to-google-and-apple-stop-hindering-iranian-entrepreneurs/,publish
2019-06-18 11:12:49,Google now lets you flag deceptive sites with a new Chrome extension,34511731,https://techcrunch.com/2019/06/18/google-now-lets-you-flag-deceptive-sites-with-a-new-chrome-extensions/,publish
2019-06-18 10:22:05,"Google announces $1B, 10-year plan to add thousands of homes to Bay Area",12084691,https://techcrunch.com/2019/06/18/google-announces-1b-10-year-plan-to-add-thousands-of-homes-to-bay-area/,publish
2019-06-18 07:49:16,"Google Calendar is down, it’s not just you &#8212; Update: It&#8217;s back",699688,https://techcrunch.com/2019/06/18/google-calendar-is-down-its-not-just-you/,publish
2019-06-18 05:35:20,Carmen Sandiego returns to Google Earth with a new caper,5302483,https://techcrunch.com/2019/06/18/carmen-sandiego-returns-to-google-earth-with-a-new-caper/,publish
2019-06-13 09:10:28,Google&#8217;s Game Builder turns building multiplayer games into a game,34511731,https://techcrunch.com/2019/06/13/googles-game-builder-turns-building-multiplayer-games-into-a-game/,publish
2019-06-12 11:58:53,Google leaks its own phone,89192944,https://techcrunch.com/2019/06/12/google-leaks-its-own-phone/,publish
2019-06-12 09:00:11,Google opens its Android security-key tech to iPhone and iPad users,133574210,https://techcrunch.com/2019/06/12/android-security-key-iphones/,publish
2019-06-10 12:18:50,How gaming on Microsoft xCloud compares to Google Stadia,89192944,https://techcrunch.com/2019/06/10/how-gaming-on-microsoft-xcloud-compares-to-google-stadia/,publish
2019-06-10 07:15:06,Google Assistant comes to Waze navigation app,5302483,https://techcrunch.com/2019/06/10/google-assistant-comes-to-waze-navigation-app/,publish
2019-06-09 03:00:20,"Week-in-Review: Google makes a losing bet, Bezos plots his space take-over",89192944,https://techcrunch.com/2019/06/09/week-in-review-google-makes-a-losing-bet-bezos-details-his-space-plan/,publish
2019-06-07 10:22:19,Google continues to preach multi-cloud approach with Looker acquisition,521068,https://techcrunch.com/2019/06/07/google-continues-to-preach-multi-cloud-approach-with-looker-acquisition/,publish
2019-06-07 09:40:43,"A Google Walkout organizer just left the company, saying &#8216;if they won&#8217;t lead, we will&#8217;",89646803,https://techcrunch.com/2019/06/07/a-google-walkout-organizer-just-left-the-company-saying-if-they-wont-lead-we-will/,publish
2019-06-06 09:52:48,Here are all of the trailers from today’s Google Stadia announcement,699688,https://techcrunch.com/2019/06/06/here-are-all-of-the-trailers-from-todays-google-stadia-announcement/,publish
2019-06-06 09:38:30,Daily Crunch: Google is acquiring Looker,31035538,https://techcrunch.com/2019/06/06/daily-crunch-google-looker/,publish
2019-06-06 09:22:51,Google Stadia launches 4K game-streaming in November for $9.99/mo,89192944,https://techcrunch.com/2019/06/06/google-stadia-launches-4k-game-streaming-in-november-for-9-99-mo/,publish
2019-06-06 09:16:40,Here&#8217;s how Google Stadia performs depending on your internet connection,5302483,https://techcrunch.com/2019/06/06/heres-how-google-stadia-performs-depending-on-your-internet-connection/,publish
2019-06-06 08:54:33,Watch Google unveil Stadia launch details live right here,7636871,https://techcrunch.com/2019/06/06/stadia-google-cloud-gaming-streaming-watch-live/,publish
2019-06-06 08:08:06,Report details Google Stadia game-streaming pricing and availability,89192944,https://techcrunch.com/2019/06/06/google-stadia-pricing-and-availability-leak-ahead-of-announcement/,publish
2019-06-06 06:35:31,Google to acquire analytics startup Looker for $2.6 billion,521068,https://techcrunch.com/2019/06/06/google-to-acquire-analytics-startup-looker-for-2-6-billion/,publish
2019-06-05 12:45:34,Google offers new treasure trove of air quality data to researchers,5302483,https://techcrunch.com/2019/06/05/google-offers-new-treasure-trove-of-air-quality-data-to-researchers/,publish
2019-06-05 09:00:54,"Google Cloud gets capacity reservations, extends committed use discounts beyond CPUs",34511731,https://techcrunch.com/2019/06/05/google-cloud-extends-its-committed-use-discounts-beyond-cpus/,publish
2019-06-05 05:01:33,Google appeals $1.7BN EU AdSense antitrust fine,39990176,https://techcrunch.com/2019/06/05/google-appeals-1-7bn-eu-adsense-antitrust-fine/,publish
2019-06-04 02:08:44,"Aptoide, a Play Store rival, cries antitrust foul over Google hiding its app",39990176,https://techcrunch.com/2019/06/04/aptoide-a-play-store-rival-cries-antitrust-foul-over-google-hiding-its-app/,publish
2019-06-03 23:39:38,"Google Maps now allows users in India to check live status of trains, bus travel times and more",133574269,https://techcrunch.com/2019/06/03/live-train-status-india-maps/,publish
2019-06-02 17:48:41,"Google&#8217;s Cloud outage is resolved, but it reveals the holes in cloud computing&#8217;s atmosphere",59254947,https://techcrunch.com/2019/06/02/googles-cloud-outage-is-resolved-but-it-reveals-the-holes-in-cloud-computings-atmosphere/,publish
2019-06-02 14:15:25,"Google cloud is down, affecting numerous applications and services",59254947,https://techcrunch.com/2019/06/02/google-cloud-is-down-affecting-numerous-applications-and-services/,publish
2019-05-31 08:04:36,"NYC’s contactless subway turnstiles open today with Apple, Google, Samsung and Fitbit Pay support",699688,https://techcrunch.com/2019/05/31/nycs-contactless-subway-turnstiles-open-today-with-apple-google-samsung-and-fitbit-pay-support/,publish
2019-05-30 11:54:18,"Google Play cracks down on marijuana apps, loot boxes and more",2414667,https://techcrunch.com/2019/05/30/google-play-cracks-down-on-marijuana-apps-loot-boxes-and-more/,publish
2019-05-30 10:00:30,Google announces new privacy requirements for Chrome extensions,34511731,https://techcrunch.com/2019/05/30/google-announces-new-privacy-requirements-for-chrome-extensions/,publish
2019-05-30 09:04:23,"Google Maps now uses machine learning to find restaurants&#8217; best dishes, make suggestions",2414667,https://techcrunch.com/2019/05/30/google-maps-now-uses-machine-learning-to-find-restaurants-best-dishes-make-suggestions/,publish
2019-05-30 08:43:56,Google&#8217;s Indigo subsea cable is now online,34511731,https://techcrunch.com/2019/05/30/googles-indigo-subsea-cable-is-now-online/,publish
2019-05-30 02:44:02,"Apple, Google, Microsoft, WhatsApp sign open letter condemning GCHQ proposal to listen in on encrypted chats",39990176,https://techcrunch.com/2019/05/30/apple-google-microsoft-whatsapp-sign-open-letter-condemning-gchq-proposal-to-listen-in-on-encrypted-chats/,publish
2019-05-29 11:33:28,Google Maps adds ability to see speed limits and speed traps in 40+ countries,2414667,https://techcrunch.com/2019/05/29/google-maps-adds-ability-to-see-speed-limits-and-speed-traps-in-40-countries/,publish
2019-05-29 06:59:45,"Following FTC complaint, Google rolls out new policies around kids&#8217; apps on Google Play",2414667,https://techcrunch.com/2019/05/29/following-ftc-complaint-google-rolls-out-new-policies-around-kids-apps-on-google-play/,publish
2019-05-28 13:51:21,Google rolls out dining and translation filters to Lens,89192944,https://techcrunch.com/2019/05/28/google-rolls-out-dining-and-translation-filters-to-lens/,publish
2019-05-28 09:32:28,"Walmart hires former Google, Microsoft and Amazon exec Suresh Kumar as new CTO and CDO",2414667,https://techcrunch.com/2019/05/28/walmart-hires-former-google-microsoft-and-amazon-exec-suresh-kumar-as-new-cto/,publish
2019-05-28 06:50:31,Google makes mobile-first indexing the default for all new domains,2414667,https://techcrunch.com/2019/05/28/google-makes-mobile-first-indexing-the-default-for-all-new-domains/,publish
2019-05-23 10:00:04,"Google integrates food delivery services into Search, Maps and Assistant",34511731,https://techcrunch.com/2019/05/23/the-google-assistant-can-now-order-food-delivery-for-you/,publish
2019-05-23 07:19:53,Google Assistant gets NYC subway arrival times ahead of MTA Google Pay support,699688,https://techcrunch.com/2019/05/23/google-assistant-gets-nyc-subway-arrival-times-ahead-of-mta-google-pay-support/,publish
2019-05-23 02:30:18,A cryptocurrency stealing app found on Google Play was downloaded over a thousand times,133574210,https://techcrunch.com/2019/05/23/cryptocurrency-stealing-android-app/,publish
2019-05-22 15:15:56,Google’s Duplex calls still frequently require human intervention,699688,https://techcrunch.com/2019/05/22/googles-duplex-calls-still-frequently-require-human-intervention/,publish
2019-05-22 10:00:07,Google&#8217;s lead EU regulator opens formal privacy probe of its adtech,39990176,https://techcrunch.com/2019/05/22/googles-lead-eu-regulator-opens-formal-privacy-probe-of-its-adtech/,publish
2019-05-22 08:33:04,Google&#8217;s new look for mobile search results puts site owners and publishers first,2414667,https://techcrunch.com/2019/05/22/googles-new-look-for-mobile-search-results-puts-site-owners-and-publishers-first/,publish
2019-05-22 08:00:08,"Now at Google, Facebook&#8217;s former teen-in-residence launches new social game Emojishot",2414667,https://techcrunch.com/2019/05/22/now-at-google-facebooks-former-teen-in-residence-launches-new-social-game-emojishot/,publish
2019-05-21 20:27:26,"Following a report about misleading ads placed by anti-abortion groups, Google Ads updates its policies",4330449,https://techcrunch.com/2019/05/21/following-a-report-about-misleading-ads-placed-by-anti-abortion-groups-google-ads-updates-its-policies/,publish
2019-05-21 14:15:37,Google says some G Suite user passwords were stored in plaintext since 2005,133574210,https://techcrunch.com/2019/05/21/google-g-suite-passwords-plaintext/,publish
2019-05-21 10:39:56,Select Bose smart speakers get Google Assistant,699688,https://techcrunch.com/2019/05/21/select-bose-smart-speakers-get-google-assistant/,publish
2019-05-21 00:01:07,Google brings release channels and Windows Container support to its Kubernetes Engine,34511731,https://techcrunch.com/2019/05/21/google-brings-release-channels-and-windows-container-support-to-its-kubernetes-engine/,publish
2019-05-20 06:30:38,Google&#8217;s own data proves two-factor is the best defense against most account hacks,133574210,https://techcrunch.com/2019/05/20/google-data-two-factor-security/,publish
2019-05-19 23:54:15,Google says its app store will continue to work for existing Huawei smartphone owners,133574269,https://techcrunch.com/2019/05/19/google-says-its-app-store-will-continue-to-work-for-existing-huawei-smartphone-owners/,publish
2019-05-19 12:14:19,Google reportedly suspends select business with Huawei over U.S. ban,699688,https://techcrunch.com/2019/05/19/google-reportedly-suspends-select-business-with-huawei-following-u-s-ban/,publish
2019-05-16 17:08:17,"Baidu, China&#8217;s answer to Google, reports first quarterly loss since 2005",133574232,https://techcrunch.com/2019/05/16/baidu-q1-2019/,publish
2019-05-16 13:31:59,"Apple &#038; Google celebrate Global Accessibility Awareness Day with featured apps, new shortcuts",2414667,https://techcrunch.com/2019/05/16/apple-google-celebrate-global-accessibility-awareness-day-with-featured-apps-new-shortcuts/,publish
2019-05-16 02:18:22,Google’s new plan to push Google Pay in India: cashback incentives in Android apps,133574269,https://techcrunch.com/2019/05/16/google-pay-india-android-cashback/,publish
